,cpt_1,cpt_24,cpt_31,cpt_48
cpt_1,0.0,-0.09996735766224514,-0.11585141010026573,0.08162902360256241
cpt_24,-0.09996735766224514,0.0,-0.3744332467073776,0.004378939506884949
cpt_31,-0.11585141010026573,-0.3744332467073776,0.0,0.1505677553491026
cpt_48,0.08162902360256236,0.004378939506884935,0.15056775534910255,0.0
