lower,upper,cp,gap,assist_09_count,assist_09_auc_gain,assist_09_bacc_gain,assist_17_count,assist_17_auc_gain,assist_17_bacc_gain,junyi_count,junyi_auc_gain,junyi_bacc_gain,auc_wins,bacc_wins,auc_total_gain,bacc_total_gain,weighted_score
0.58,0.82,0.5,-0.35,107,0.041340988201696,0.02521090262477017,54,0.019913261319008287,-0.0034751396333317086,262,0.01493312537802198,0.010258359685782134,3,2,0.07618737489872626,0.0319941226772206,0.12191915440999807
0.62,0.85,0.55,-0.25,89,0.04292768821313797,0.025477667544431905,47,0.0170568866707516,-0.004599303343635376,235,0.0160002591149042,0.010837446362426693,3,2,0.07598483399879377,0.03171581056322322,0.12038131254971676
0.62,0.82,0.5,-0.25,85,0.04369119401208142,0.03733794183815081,48,0.0028689906946576527,-0.002850462195358082,224,0.02169391608057354,0.010000589026704872,3,2,0.06825410078731262,0.0444880686694976,0.11898605984306501
0.58,0.8,0.5,-0.25,89,0.052507152701769755,0.04490503949253781,38,0.006079871577026316,-0.0028867890914311134,198,0.01050287875176261,0.0058200551933313555,3,2,0.06908990303055867,0.04783830559443805,0.11682522911126368
0.58,0.82,0.5,-0.3,107,0.041340988201696,0.02521090262477017,54,0.019913261319008287,-0.0034751396333317086,259,0.011854224403213702,0.009638819336171785,3,2,0.07310847392391799,0.03137458232761024,0.11655735452825322
0.7,0.85,0.6,-0.35,61,0.046925317343933834,0.005752224897217474,31,0.026174525838172737,0.0025559003025796695,150,0.017298385976163816,-0.003255633255633182,3,2,0.0903982291582704,0.0050524919441639615,0.11589678543954844
0.7,0.85,0.6,-0.3,61,0.046925317343933834,0.005752224897217474,31,0.026174525838172737,0.0025559003025796695,150,0.017298385976163816,-0.003255633255633182,3,2,0.0903982291582704,0.0050524919441639615,0.11589678543954844
0.7,0.85,0.6,-0.25,61,0.046925317343933834,0.005752224897217474,31,0.026174525838172737,0.0025559003025796695,150,0.017298385976163816,-0.003255633255633182,3,2,0.0903982291582704,0.0050524919441639615,0.11589678543954844
0.6,0.78,0.55,-0.35,61,0.036591148683078153,0.0416143137540996,18,0.004102496403221072,-0.0015407700190308501,114,0.015419006336745908,0.013068259949761442,3,2,0.05611265142304513,0.053141803684830194,0.11299784171318503
0.6,0.78,0.55,-0.3,61,0.036591148683078153,0.0416143137540996,18,0.004102496403221072,-0.0015407700190308501,114,0.015419006336745908,0.013068259949761442,3,2,0.05611265142304513,0.053141803684830194,0.11299784171318503
0.6,0.78,0.55,-0.25,61,0.036591148683078153,0.0416143137540996,18,0.004102496403221072,-0.0015407700190308501,114,0.015419006336745908,0.013068259949761442,3,2,0.05611265142304513,0.053141803684830194,0.11299784171318503
0.62,0.8,0.5,-0.25,74,0.038537450430471215,0.03562030132647717,37,0.005228909336523077,-0.0021883718530060214,184,0.018636332922339897,0.009882467409204634,3,2,0.06240269268933419,0.043314396882675785,0.11206446954738575
0.58,0.85,0.6,-0.35,92,0.03671839603945956,0.0322813555829211,35,0.012542759737844189,-0.002340252340252355,182,0.016258814017079383,0.00751574053677366,3,2,0.06551996979438313,0.0374568437794424,0.11195642697400737
0.58,0.85,0.6,-0.3,92,0.03671839603945956,0.0322813555829211,35,0.012542759737844189,-0.002340252340252355,182,0.016258814017079383,0.00751574053677366,3,2,0.06551996979438313,0.0374568437794424,0.11195642697400737
0.58,0.85,0.6,-0.25,92,0.03671839603945956,0.0322813555829211,35,0.012542759737844189,-0.002340252340252355,182,0.016258814017079383,0.00751574053677366,3,2,0.06551996979438313,0.0374568437794424,0.11195642697400737
0.6,0.8,0.5,-0.25,81,0.036615677420459486,0.03741206628553224,38,0.006079871577026316,-0.0028867890914311134,189,0.018413792496361464,0.00998050169776675,3,2,0.061109341493847266,0.044505778891867874,0.11179828168656972
0.65,0.85,0.55,-0.25,82,0.05117258775379366,0.03539128748039451,46,0.009253144354980078,-0.0029891842551689335,226,0.013100232263638711,0.0012584086062238653,3,2,0.07352596437241245,0.03366051183144944,0.11093875188730337
