drop_rate,auc,accuracy
0.0,0.7890393008994426,0.742868560771851
0.1,0.7886524140771975,0.7425260233306057
0.2,0.7884441402878523,0.7422405754629013
0.3,0.7877371003244285,0.7412319929970124
0.4,0.7872228395690342,0.7401282612418886
