mode,rho,auc,accuracy,rmse
false_hard,0.0,0.7999254322134847,0.7291494312306102,0.4247656793332973
false_hard,0.1,0.768868923181291,0.7043821096173734,0.44114976368504016
false_hard,0.2,0.7682912005607387,0.7036194415718717,0.44137240592369253
false_hard,0.3,0.768643031132727,0.7041235780765254,0.44121655464396214
false_hard,0.4,0.7684989417603765,0.7050801447776629,0.441298041119389
