drop_rate,auc,accuracy
0.0,0.7999254308561581,0.7291494312306102
0.1,0.799862469908071,0.7288262668045502
0.2,0.7994185335335662,0.7290977249224405
0.3,0.7995998255292487,0.7286452947259565
0.4,0.7992924378995969,0.728076525336091
