mode,rho,auc,accuracy,rmse
false_hard,0.0,0.8116558726790503,0.769443858962392,0.3991104688319904
false_hard,0.1,0.7881228193931049,0.7359007557736894,0.42080057161422896
false_hard,0.2,0.7875444500807776,0.7345758935292523,0.4212157255033438
false_hard,0.3,0.7879431313918674,0.7362620818403541,0.4206609742027072
false_hard,0.4,0.7877119757479367,0.7356899822348018,0.42111453640224705
