drop_rate,auc,accuracy
0.0,0.8063164708743578,0.7696168929769175
0.1,0.8060995092606791,0.7695704656929682
0.2,0.8059208130266706,0.7696523961940551
0.3,0.8056878351513971,0.7692454747053233
0.4,0.8051090514612427,0.7691389650539102
