i,j,same_concept,MI,NMI
31,35,0,0.015081499429781115,0.005664944696240031
31,38,0,0.016879781706756126,0.006334806343409117
32,33,0,0.019179399499165584,0.007081440051754475
32,34,0,0.01689702363424818,0.006351379402688199
32,36,1,0.017453600144436237,0.0066167533341573905
32,38,0,0.02195385046949083,0.008042673520891505
33,34,0,0.020401558826700313,0.007648763552575787
33,35,0,0.027316690193690377,0.009990161048257406
33,36,0,0.018145221183878596,0.006861075970381872
33,37,0,0.018249332749689946,0.006780175888231691
33,38,0,0.0174796425186737,0.0063869324544332294
34,35,1,0.016106653078491878,0.0059968195943968464
34,36,0,0.025153322070940724,0.009682702326094474
34,37,0,0.02025513108965184,0.007661261668086819
34,38,0,0.01792627286570719,0.0066683908476439365
35,38,0,0.019395692783820227,0.00703805844440436
36,37,0,0.0186046654268735,0.007097234905587737
36,38,0,0.024596903064084352,0.009228126760151363
37,38,0,0.022808314666421425,0.008407953989245827
