dim,leakage,max_corr,mean_corr,top1_concept,top1_corr,top2_concept,top2_corr,top3_concept,top3_corr,top4_concept,top4_corr,top5_concept,top5_corr,top6_concept,top6_corr,top7_concept,top7_corr,top8_concept,top8_corr
28,1,0.22661940445687287,0.03626384874088998,36,0.22661940445687287,40,0.09945924352481408,27,0.07438418872290709,66,0.07081829811629252,4,0.06814654660107998,48,0.05870147617498382,38,0.05707250044649806,63,0.053536416369581286
66,1,0.22529587718923344,0.03934507795476191,36,0.22529587718923344,65,0.11456219293631617,34,0.0833707105071208,39,0.0820364812126023,52,0.08040171065374235,27,0.07392666277728903,33,0.06964999153696129,48,0.069143778031324
67,1,0.1969652014329643,0.07320668409656403,36,0.1969652014329643,69,0.13796299163209969,34,0.12337232013886569,77,0.11737616572610297,10,0.11700457229833801,0,0.11663994843724029,47,0.11654569303081572,59,0.11637977080597332
50,1,0.19593481455717568,0.03921187013100073,36,0.19593481455717568,38,0.11647942529663158,30,0.08157053126647837,40,0.07816912915895541,37,0.07444127291308755,69,0.06694198364588586,51,0.06616225717843698,59,0.06314926734930756
83,1,0.17846290762003156,0.046065799642444366,36,0.17846290762003156,34,0.10765740851784072,61,0.09477205638429448,40,0.0944945902020487,64,0.09307672353464749,72,0.08806919253240483,14,0.08505217303033824,69,0.07971741559131561
