,acc_0,acc_1,acc_2,acc_3,acc_4,acc_5,acc_6,acc_7,acc_8,acc_9,acc_10,acc_11,acc_12,acc_13,acc_14,acc_15,acc_16,acc_17,acc_18,acc_19,acc_20,acc_21,acc_22,acc_23,acc_24,acc_25,acc_26,acc_27,acc_28,acc_29,acc_30,acc_31,acc_32,acc_33,acc_34,acc_35,acc_36,acc_37,acc_38,acc_39,acc_40,acc_41,acc_42,acc_43,acc_44,acc_45,acc_46,acc_47,acc_48,acc_49,acc_50,acc_51,acc_52,acc_53,acc_54,acc_55,acc_56,acc_57,acc_58,acc_59,acc_60,acc_61,acc_62,acc_63,acc_64,acc_65,acc_66,acc_67,acc_68,acc_69,acc_70,acc_71,acc_72,acc_73,acc_74,acc_75,acc_76,acc_77,acc_78,acc_79,acc_80,acc_81,acc_82,acc_83,acc_84,acc_85,acc_86,acc_87,acc_88,acc_89,acc_90,acc_91,acc_92,acc_93,acc_94,acc_95,acc_96,acc_97,acc_98,acc_99,acc_100,acc_101
z_41,0.05297928753648338,0.00239306624331243,0.05643969389288296,0.0,0.014888763677407501,0.0718623241346041,0.0,0.031800253525087335,0.0,0.0,0.010209490452713186,0.0538028229277219,0.037016190430701194,0.04537793615598561,0.06426690186815098,0.0,0.0,0.0,0.0,0.0,0.0,0.0066178235864651856,0.0,0.0,0.0,0.10898227668673653,0.0,0.07090879850709982,0.0,0.0,0.09562669102613594,0.0,0.0,0.02931076780931707,0.08290428037809126,0.11769404105391336,0.0069729793920782265,0.04930247978405567,0.07876432882358514,0.04893721895086828,0.05907368078443307,0.0,0.0,0.0,0.0,0.0563202135914979,0.041004544076095086,0.08930101766184909,0.0411632407289421,0.0,0.0,0.061854758676879146,0.05052359196081519,0.0,0.07053470248817884,0.0,0.0,0.023397898700643103,0.10161700175844138,0.05541234610410914,0.06108158286152006,0.0812781321445821,0.0,0.08226122024569917,0.05780593758269284,0.01418559175725447,0.015381709928864618,0.0,0.0,0.03209219287823516,0.0,0.0,0.08485467111357946,0.0,0.0,0.0,0.0,0.023404375287970042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z_42,0.03708400837685631,0.020060150491792637,0.08026542266742565,0.0,0.016131661756465767,0.029624765276394214,0.0,0.009325226510979518,0.0,0.0,0.016452709896497483,0.00976847217858431,0.009431547261050012,0.02410151574752983,0.06034182955419209,0.0,0.0,0.0,0.0,0.0,0.0,0.027024786070293544,0.0,0.0,0.0,0.03310834371837621,0.0,0.0026706692981294565,0.0,0.0,0.06325214004687686,0.0,0.0,0.026959577966625386,0.0036205420257172972,0.04704847058290887,0.03474726608873318,0.03206881603797878,0.023411179780052235,0.03926183984428136,0.059431228536167,0.0,0.0,0.0,0.0,0.05944669891469775,0.030397666765110642,0.04808153484292386,0.11941425318496063,0.0,0.0,0.042576114000341135,0.04884924832576355,0.0,0.07388798353564177,0.0,0.0,0.004420343318139379,0.0007401368962174111,0.01780527675123631,0.002708374861074012,0.05166329153785771,0.0,0.06074071747761757,0.038830930005586295,0.062487294155679864,0.04182104389427761,0.0,0.0,0.03273431516749544,0.0,0.0,0.10353027980190647,0.0,0.0,0.0,0.0,0.006933053241229103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z_43,0.07401677180690723,0.04654315949503313,0.11495718280988003,0.0,0.11165397991529975,0.12261479914643579,0.0,0.10942204502129894,0.0,0.0,0.12498152691621986,0.10602050089096189,0.10142343140891362,0.13187980806402627,0.13426605290587734,0.0,0.0,0.0,0.0,0.0,0.0,0.09534692466881242,0.0,0.0,0.0,0.11414557784212055,0.0,0.0777530945980597,0.0,0.0,0.05153462147941995,0.0,0.0,0.10291625297250935,0.12697901602557518,0.12699617351937179,0.12336301907051399,0.15925347844790028,0.161315981428714,0.14217422718288528,0.10964058707200394,0.0,0.0,0.0,0.0,0.059202720101155966,0.12955937464888595,0.058756491521979086,0.0338886289416218,0.0,0.0,0.11649035604973401,0.11970120615645649,0.0,0.07039008169503622,0.0,0.0,0.0441679800488404,0.10263598529988036,0.09417228564121452,0.12756179301857185,0.10562456815109743,0.0,0.0729281583209012,0.034958174322000324,0.14613914916274587,0.10172972150034795,0.0,0.0,0.11401354233821036,0.0,0.0,0.11340392607302267,0.0,0.0,0.0,0.0,0.01055168639286737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z_44,0.16617913475599755,0.09530031553263871,0.08301800032917066,0.0,0.11596538123956768,0.09111958204278933,0.0,0.08803582010134399,0.0,0.0,0.08931092733542417,0.09536581021166905,0.10706757740270324,0.03153719618949347,0.13274889998984635,0.0,0.0,0.0,0.0,0.0,0.0,0.11746536273803128,0.0,0.0,0.0,0.04489292010216611,0.0,0.09552813175461652,0.0,0.0,0.033430412745242756,0.0,0.0,0.05730230922425663,0.09762185620828809,0.07539633174229428,0.21724585563893686,0.07606799065312715,0.08447374766378775,0.1673324301433223,0.03966814942454285,0.0,0.0,0.0,0.0,0.20478129367168785,0.01994922745135362,0.1841488990480695,0.14877101413304641,0.0,0.0,0.09643304046604076,0.07915848668022778,0.0,0.13359559971493912,0.0,0.0,0.07455131464708963,0.09412410882521566,0.19573955702658113,0.08665394600301225,0.13297893374810327,0.0,0.10415659155356707,0.11487101750153984,0.1414251240492534,0.060018881177757014,0.0,0.0,0.09939207366326028,0.0,0.0,0.16638852715871294,0.0,0.0,0.0,0.0,0.018828660301207244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z_45,0.16081388395748536,0.13887531027106642,0.22798465597914275,0.0,0.12518869641356037,0.1951776548681547,0.0,0.1576679609313504,0.0,0.0,0.18473131399411744,0.18113342858284448,0.11139725606770731,0.1742474671677729,0.2146379434496543,0.0,0.0,0.0,0.0,0.0,0.0,0.18753650484556933,0.0,0.0,0.0,0.1748008155291715,0.0,0.14001817557532303,0.0,0.0,0.09044926359468972,0.0,0.0,0.16384717351297667,0.21950162528312686,0.21987463715230746,0.20911046484844967,0.17704382193976778,0.1952647966008777,0.16957697011382727,0.17675425509680784,0.0,0.0,0.0,0.0,0.17248888309652252,0.23973075265292362,0.03398548128776581,0.21768090441130772,0.0,0.0,0.17358998269692058,0.15109283592128941,0.0,0.12203787981197625,0.0,0.0,0.08652629195800537,0.23669875873279878,0.13453705978938027,0.25204507773843615,0.18569087625211747,0.0,0.20728122901345777,0.172523241074861,0.07380536307814572,0.18192646956950098,0.0,0.0,0.13799576356148693,0.0,0.0,0.03746254738373792,0.0,0.0,0.0,0.0,0.02107457895681667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z_46,0.06865784490977399,0.11058229755414667,0.11407920709915093,0.0,0.039050956090409865,0.10083114818861985,0.0,0.05348727821650379,0.0,0.0,0.10765588129811479,0.10805485738185817,0.01798480683932569,0.14107297235718727,0.08181001972942359,0.0,0.0,0.0,0.0,0.0,0.0,0.00799533315890537,0.0,0.0,0.0,0.16014395850019722,0.0,0.16824903447386613,0.0,0.0,0.11034971084852005,0.0,0.0,0.07388638164703533,0.1377704420829257,0.16893314506232718,0.25654151543177744,0.13845426170663835,0.10132393361173442,0.03605180161876014,0.12452124481278348,0.0,0.0,0.0,0.0,0.15637881608724644,0.13106250831419197,0.141527166004794,0.08195406791116198,0.0,0.0,0.11276676427242985,0.06824859724759422,0.0,0.10337219072935055,0.0,0.0,0.1728924604272257,0.11380744565681722,0.04846943110633949,0.12817165315385765,0.13235044701861173,0.0,0.16869271673272032,0.07471697073435157,0.14910548656838205,0.12744146510560914,0.0,0.0,0.1445971023615136,0.0,0.0,0.16560285539443503,0.0,0.0,0.0,0.0,0.06877906799322975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z_47,0.11649057422653415,0.09087642512257818,0.15750309660969675,0.0,0.14471650437149883,0.15267944796375102,0.0,0.07284353827476646,0.0,0.0,0.11742308923450391,0.046761286403278174,0.06430598133847291,0.12134178820814386,0.14382437739725062,0.0,0.0,0.0,0.0,0.0,0.0,0.10210809119821575,0.0,0.0,0.0,0.16561464585712427,0.0,0.11359409021173134,0.0,0.0,0.10276765086449915,0.0,0.0,0.09375584237686654,0.14774944094482187,0.15432747642889152,0.04881780440363286,0.12674616266604322,0.12581570286646623,0.1302923449272338,0.14942422401725905,0.0,0.0,0.0,0.0,0.05835438625040291,0.17810186178128,0.08732444991133322,0.1794494583781248,0.0,0.0,0.11057018850758184,0.052546187470467395,0.0,0.1714563886471883,0.0,0.0,0.08358212357662169,0.15364344966322066,0.13004701961043094,0.12769435452130543,0.12928955699216163,0.0,0.11334246620698708,0.03172200596905477,0.14032866236888691,0.15181327091246893,0.0,0.0,0.24129980254772387,0.0,0.0,0.1469754897091777,0.0,0.0,0.0,0.0,0.007931447961323038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z_48,0.0166345447262037,0.021212036855178102,0.1453333054781199,0.0,0.08840182689062243,0.09056860908624444,0.0,0.10317484192610356,0.0,0.0,0.13707680924141807,0.09895553536015349,0.0888566058633133,0.023429102280863954,0.1513816624481824,0.0,0.0,0.0,0.0,0.0,0.0,0.12943747831330746,0.0,0.0,0.0,0.11320774209692136,0.0,0.11222832832891456,0.0,0.0,0.06285908624254412,0.0,0.0,0.15643148759121348,0.09812953530099554,0.1311317641237962,0.13818996856012555,0.11526591082624588,0.10618881313608328,0.09130907426799424,0.09221245198734566,0.0,0.0,0.0,0.0,0.11515033895631903,0.13045446978061462,0.031389812987598055,0.10072163612508996,0.0,0.0,0.05026551814533302,0.08132589364755148,0.0,0.13158830464889684,0.0,0.0,0.13311794165096222,0.13407659913633457,0.058985699082844546,0.17134029468653458,0.05132063665884512,0.0,0.1547969815866949,0.14982281199435743,0.10833573480479307,0.09257705802087715,0.0,0.0,0.11715878286467868,0.0,0.0,0.051028903961249476,0.0,0.0,0.0,0.0,0.0761177386505221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z_49,0.22728117823140964,0.1481664213341246,0.18235791372754745,0.0,0.17503836474192885,0.17565042280744902,0.0,0.1452909435427956,0.0,0.0,0.19992701365734988,0.2059296014772905,0.10215055648458467,0.1757779539464994,0.23172851154771265,0.0,0.0,0.0,0.0,0.0,0.0,0.21275255335477722,0.0,0.0,0.0,0.16721726852674254,0.0,0.20967076006129773,0.0,0.0,0.11121628160711519,0.0,0.0,0.17954643859565286,0.17965578233942373,0.22594149808917732,0.2266325013975662,0.22277599982215668,0.23889476656426145,0.16905615353941866,0.10758609834184626,0.0,0.0,0.0,0.0,0.1618428678472268,0.21554973713956943,0.25974840799756854,0.2063241315547952,0.0,0.0,0.19441478027868797,0.24353164507946884,0.0,0.16305929516240325,0.0,0.0,0.15331843530912603,0.18521492215275984,0.15068051464826246,0.23337720967444459,0.2590068317353552,0.0,0.20580143826186575,0.18447535262457204,0.08255406313055347,0.12229553016454599,0.0,0.0,0.12527662324146902,0.0,0.0,0.27845914386118303,0.0,0.0,0.0,0.0,0.24458104235810874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z_50,0.05681907451257031,0.0593292670622917,0.0026895932463766124,0.0,0.028475833723547447,0.003701379564310535,0.0,0.023207283386456733,0.0,0.0,0.01332416406636913,0.00888664078265323,0.0487962435668584,0.010985986288636382,0.011267953590007474,0.0,0.0,0.0,0.0,0.0,0.0,0.02614143870606629,0.0,0.0,0.0,0.028148401098970672,0.0,0.023843336623670407,0.0,0.0,0.08157053126647837,0.0,0.0,0.014420936564499068,0.017350903743517058,0.02006296487526972,0.19593481455717568,0.07444127291308755,0.11647942529663158,0.00536159929917187,0.07816912915895541,0.0,0.0,0.0,0.0,0.055075519018676515,0.054088740872072556,0.021820571870224705,0.0006042936795869763,0.0,0.0,0.06616225717843698,0.008639588296530373,0.0,0.0015851165927031551,0.0,0.0,0.040697858602104335,0.03291951592102734,0.06314926734930756,0.03604663996995256,0.015437237481406999,0.0,0.05032664122070453,0.035019081753729316,0.04433087687451931,0.03218385301387306,0.0,0.0,0.06694198364588586,0.0,0.0,0.05838490164359654,0.0,0.0,0.0,0.0,0.014076426624120628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z_51,0.05042717594325187,0.06163593579500451,0.0986345349714792,0.0,0.08693416172140257,0.08020181298098868,0.0,0.08875798814770405,0.0,0.0,0.09124824458337814,0.09209629704061102,0.015564160852999866,0.05691548419383208,0.045276349952088714,0.0,0.0,0.0,0.0,0.0,0.0,0.14175437401157664,0.0,0.0,0.0,0.13050787927238763,0.0,0.10178437427194488,0.0,0.0,0.02474618126865998,0.0,0.0,0.10737691221764505,0.06701691883584432,0.1408484516874826,0.06504193070217747,0.09012494708580099,0.10328682268198146,0.13795912260790258,0.013796626972627964,0.0,0.0,0.0,0.0,0.05123306240526759,0.13837154516134476,0.0744131955926221,0.03267167649828966,0.0,0.0,0.01457258951702191,0.16329739641182728,0.0,0.09602223487247244,0.0,0.0,0.1412604742923436,0.06425217586747256,0.04090074283645288,0.059945412582523845,0.06386281808831411,0.0,0.08436948383480666,0.03253104805729116,0.0507481231389866,0.05563109253197368,0.0,0.0,0.0878241014063884,0.0,0.0,0.04217763825518723,0.0,0.0,0.0,0.0,0.051702449586406775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z_52,0.2855208052007537,0.21121778003322628,0.25347072438262575,0.0,0.17602665649757138,0.27827888822041663,0.0,0.18677274662587892,0.0,0.0,0.22228080347819554,0.2534533806922876,0.14524193915926317,0.2789342001271254,0.28743873910137613,0.0,0.0,0.0,0.0,0.0,0.0,0.3234819535914206,0.0,0.0,0.0,0.29285996619539756,0.0,0.25896226268478895,0.0,0.0,0.18177609650803692,0.0,0.0,0.18576706357933,0.23892194236249756,0.3044988848662273,0.08643039969946033,0.29316552422698666,0.2449513217878836,0.2179597457351005,0.23312375426623863,0.0,0.0,0.0,0.0,0.23868900839720103,0.3208761047975529,0.263447811855779,0.24567281822814474,0.0,0.0,0.1721078766505693,0.27686106898532226,0.0,0.2557562903620257,0.0,0.0,0.1531248066621037,0.2707531643615629,0.22410549607503186,0.2620796335021116,0.3155861735952791,0.0,0.2790534328840126,0.21276710387476255,0.22190921194857077,0.2538751054632869,0.0,0.0,0.24743515737026286,0.0,0.0,0.2541383085993651,0.0,0.0,0.0,0.0,0.22083927850955523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z_53,0.16614806426947987,0.10222876841477431,0.09412660839901564,0.0,0.10777803519336498,0.12136386503250565,0.0,0.11354279376439858,0.0,0.0,0.08316665689086333,0.06188099964114777,0.07220843535420558,0.1027030347821997,0.14104206143393602,0.0,0.0,0.0,0.0,0.0,0.0,0.10213044180374166,0.0,0.0,0.0,0.12853827187897796,0.0,0.11905030730340779,0.0,0.0,0.12137837223312575,0.0,0.0,0.05023210399252279,0.16486317372662468,0.1174669079348075,0.004895826658371388,0.09231872880963855,0.08407213320160171,0.0744460221784951,0.019689916860282874,0.0,0.0,0.0,0.0,0.09478196650326418,0.052634724525634904,0.12915272561390634,0.1509037759900162,0.0,0.0,0.09162103791226006,0.02386288415218609,0.0,0.05086731319021347,0.0,0.0,0.12459594361280067,0.1229852782876815,0.10389773695693036,0.1379549486342817,0.09670876030091796,0.0,0.19294280063267116,0.0002490127077888739,0.06876372965668935,0.11123514302656778,0.0,0.0,0.05951382376722909,0.0,0.0,0.1682151344892255,0.0,0.0,0.0,0.0,0.08260135777950828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z_54,0.2237852808141441,0.09155191850852328,0.16981606486654993,0.0,0.180399796421712,0.2830330039759245,0.0,0.14037094789588808,0.0,0.0,0.1979417197404664,0.17292986934830565,0.15430744804112917,0.24278431742822051,0.2854272427149326,0.0,0.0,0.0,0.0,0.0,0.0,0.24600330502939213,0.0,0.0,0.0,0.24784715087648257,0.0,0.12987513580093765,0.0,0.0,0.12018010805791403,0.0,0.0,0.1354888882243475,0.2756943510833785,0.2456885208218451,0.019196167055877105,0.19379337303982133,0.18171195446300994,0.17648613516261788,0.05368265075998049,0.0,0.0,0.0,0.0,0.24737665050209004,0.12084446361318323,0.27598187548122555,0.11732030531848482,0.0,0.0,0.27463200489058753,0.13781686400215193,0.0,0.2475425043816548,0.0,0.0,0.0854969823293676,0.2588381441772754,0.14948634522368934,0.25060303079081914,0.19049122046774344,0.0,0.1658635947687724,0.15821208800000036,0.22317916921198314,0.1380161132818391,0.0,0.0,0.2339673643731085,0.0,0.0,0.27485019613154604,0.0,0.0,0.0,0.0,0.02956249895962153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z_55,0.020472542840572497,0.028126975042918223,0.0013136350616417157,0.0,0.061272715427592925,0.024725130363927036,0.0,0.008826230157447497,0.0,0.0,0.0015487876501647441,0.014109162320915056,0.015051389124170879,0.046406543470834616,0.007361479583509545,0.0,0.0,0.0,0.0,0.0,0.0,0.030512513543515012,0.0,0.0,0.0,0.03544442807393939,0.0,0.046457813588108375,0.0,0.0,0.04921855627892617,0.0,0.0,0.07454775260321721,0.027563158255342203,0.01923320282162427,0.10277860919595636,0.018176323988324753,0.06611315052729189,0.013273564413376794,0.05794792939361582,0.0,0.0,0.0,0.0,0.05696894112207278,0.016573220136282128,0.006468380712207947,0.07993239437181286,0.0,0.0,0.030694804359332854,0.007325581421674208,0.0,0.11682322270340129,0.0,0.0,0.03788887963825937,0.018985831452380607,0.011163777690906528,0.015386699969082023,0.010576207644673324,0.0,0.01722201481007579,0.04706409956591403,0.04632788134574486,0.021025329449920565,0.0,0.0,0.04046321586517284,0.0,0.0,0.02334139627092486,0.0,0.0,0.0,0.0,0.09224290879744362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z_56,0.17869047544905156,0.11746320767206962,0.10347065355244076,0.0,0.154544141682646,0.19844723375358844,0.0,0.1575931656777797,0.0,0.0,0.14632762660803586,0.1512654592020385,0.1224685825822511,0.0549628791004716,0.18834125002601987,0.0,0.0,0.0,0.0,0.0,0.0,0.15408919931647655,0.0,0.0,0.0,0.12772686878161557,0.0,0.17917661299702736,0.0,0.0,0.10140961813259254,0.0,0.0,0.16916242048458707,0.1836889431088471,0.12083612307869245,0.06073128040534499,0.16976458230303912,0.10751210116071774,0.14187293390645156,0.026199744838441768,0.0,0.0,0.0,0.0,0.129620720709883,0.1770529478359166,0.13059987533254513,0.11457120406074031,0.0,0.0,0.11574725815696768,0.1798811741595127,0.0,0.10189456607266363,0.0,0.0,0.10065806643172913,0.16801025349104676,0.09918798151164969,0.1605865090087982,0.17446506637188122,0.0,0.07104335289951687,0.12983819644908207,0.09009912569882927,0.07709054845294491,0.0,0.0,0.14989007160070036,0.0,0.0,0.12218786363194369,0.0,0.0,0.0,0.0,0.15078764846870735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z_57,0.12689790616241603,0.08439854249823447,0.14137749917392656,0.0,0.08823518499181345,0.08713062544956017,0.0,0.15242161227466003,0.0,0.0,0.14897659009726094,0.09209218996379809,0.11600416082132081,0.08942536071614368,0.11701936963784722,0.0,0.0,0.0,0.0,0.0,0.0,0.05670109512342166,0.0,0.0,0.0,0.11536826786618101,0.0,0.17558277476116993,0.0,0.0,0.09208804904397686,0.0,0.0,0.15696616934047797,0.17266032708341442,0.018476474847489262,0.0736190576773717,0.11709848483106267,0.1981585249766832,0.1543485825824626,0.06697822716281673,0.0,0.0,0.0,0.0,0.16367530922722923,0.1717500737473079,0.020970917367410215,0.2361045003646513,0.0,0.0,0.04970159712764493,0.04187171160922257,0.0,0.1216172591927823,0.0,0.0,0.023431403858880366,0.13980325506283614,0.14325795669960378,0.07666115277984849,0.16035965081000308,0.0,0.06259849002381788,0.05191785367117746,0.11133418694595473,0.08568550625828632,0.0,0.0,0.14897729986821565,0.0,0.0,0.10522302605247287,0.0,0.0,0.0,0.0,0.0853536722523942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z_58,0.0296036464091048,0.05578093578199494,0.08901672951149837,0.0,0.05243031237257127,0.018861068864797093,0.0,0.011040603258812917,0.0,0.0,0.03769869304927618,0.026704773493609994,0.04835336324930767,0.09183691479468802,0.06747731367128357,0.0,0.0,0.0,0.0,0.0,0.0,0.1202847536495055,0.0,0.0,0.0,0.029976342995406566,0.0,0.01889539226706608,0.0,0.0,0.02953229151052016,0.0,0.0,0.0998976596254522,0.041745824013002156,0.009262603845487763,0.029315400015211643,0.033644285544347716,0.04345820910130128,0.026547680085035334,0.10064062241251891,0.0,0.0,0.0,0.0,0.04687214382308659,0.10184124496160153,0.009842073971772655,0.13695215402763602,0.0,0.0,0.04527757964186308,0.07247920494016902,0.0,0.0570099320845904,0.0,0.0,0.03457108978304388,0.03948495269174072,0.014612004367099777,0.06137403274258597,0.029908483477741943,0.0,0.02170556468388412,0.09357116029630995,0.08812416447802357,0.014525547992305581,0.0,0.0,0.08043459338112503,0.0,0.0,0.0028094922501962663,0.0,0.0,0.0,0.0,0.05959446252116811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z_59,0.07261428908694748,0.0065285627283267296,0.014594735209411815,0.0,0.002753041236220214,0.06192803808878623,0.0,0.01266112372661067,0.0,0.0,0.05429791383004537,0.003192668830461537,0.008416134310194145,0.013446947364259791,0.007507197810432083,0.0,0.0,0.0,0.0,0.0,0.0,0.07290142659145346,0.0,0.0,0.0,0.0862681945173784,0.0,0.07473602911436196,0.0,0.0,0.0037973975794149445,0.0,0.0,0.03182946962802918,0.030002083892527592,0.013876631552710163,0.15070847423504885,0.01322007781292428,0.0355997462392373,0.03111687622965889,0.022057108711531406,0.0,0.0,0.0,0.0,0.004566368538851299,0.016294837338432577,0.006645532802513751,0.1114349667081552,0.0,0.0,0.03653364010719887,0.06838967965485358,0.0,0.09407647504516412,0.0,0.0,0.07920814204720596,0.049825091701127186,0.015671868567579083,0.029779942211861733,0.017001329967721468,0.0,0.027237017250297434,0.08924124997784817,0.056768970951938384,0.026509774482554253,0.0,0.0,0.012525362236226849,0.0,0.0,0.10242095580274886,0.0,0.0,0.0,0.0,0.024314510662902068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z_60,0.03768061051980735,0.013198788413977421,0.018694130246913142,0.0,0.0616584672249438,0.0705255514449492,0.0,0.02851229753768691,0.0,0.0,0.013872416183165698,0.018036939772068175,0.032982045451800966,0.06589882135858238,0.07030709494428272,0.0,0.0,0.0,0.0,0.0,0.0,0.16746653577456236,0.0,0.0,0.0,0.07345800309523753,0.0,0.028558671326031973,0.0,0.0,0.05721161508632885,0.0,0.0,0.012499002447814739,0.022556928576196122,0.030881812977147195,0.14927407246673036,0.09163723816542224,0.042112974931192156,0.003625258213515571,0.017862271419063495,0.0,0.0,0.0,0.0,0.08584933902543765,0.03839177986331354,0.04921596188860803,0.031641767336734454,0.0,0.0,0.03736964452778354,0.036570177145413864,0.0,0.13397571612635883,0.0,0.0,0.18897477830633808,0.049101361028742865,0.06686357682419673,0.033552670439254015,0.13405410784993485,0.0,0.042425227698800624,0.07136526766229981,0.06313985037931565,0.041362250045043784,0.0,0.0,0.08719542888765548,0.0,0.0,0.062239181234166156,0.0,0.0,0.0,0.0,0.10110549294081532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z_61,0.139732111505292,0.15719230651967173,0.22167426709519744,0.0,0.26201238840890606,0.18726685493334008,0.0,0.1955443929650627,0.0,0.0,0.2635025368202676,0.18648674651619998,0.1558887156678915,0.2210902266095928,0.24917312406223913,0.0,0.0,0.0,0.0,0.0,0.0,0.21027659170552251,0.0,0.0,0.0,0.20586840175462748,0.0,0.18120388420716355,0.0,0.0,0.22164645560556492,0.0,0.0,0.18122163780204947,0.24962462768817006,0.2106322408796939,0.09197443698392996,0.2345511148613445,0.1944135443464082,0.22176642917423034,0.1373802662943933,0.0,0.0,0.0,0.0,0.20374417401426118,0.2083635192517186,0.17917151931156816,0.23406576205361948,0.0,0.0,0.17347516134028132,0.16058948430421036,0.0,0.16820436811916095,0.0,0.0,0.13622846703894254,0.23501778475755464,0.14243931975534718,0.2530099256957091,0.24671348710304494,0.0,0.21823412868517425,0.11622413939726689,0.18003995805628153,0.2997261398636105,0.0,0.0,0.24997416043780257,0.0,0.0,0.18418886993420402,0.0,0.0,0.0,0.0,0.005650475948769874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
