,acc_0,acc_1,acc_2,acc_3,acc_4,acc_5,acc_6,acc_7,acc_8,acc_9,acc_10,acc_11,acc_12,acc_13,acc_14,acc_15,acc_16,acc_17,acc_18,acc_19,acc_20,acc_21,acc_22,acc_23,acc_24,acc_25,acc_26,acc_27,acc_28,acc_29,acc_30,acc_31,acc_32,acc_33,acc_34,acc_35,acc_36,acc_37,acc_38,acc_39,acc_40,acc_41,acc_42,acc_43,acc_44,acc_45,acc_46,acc_47,acc_48,acc_49,acc_50,acc_51,acc_52,acc_53,acc_54,acc_55,acc_56,acc_57,acc_58,acc_59,acc_60,acc_61,acc_62,acc_63,acc_64,acc_65,acc_66,acc_67,acc_68,acc_69,acc_70,acc_71,acc_72,acc_73,acc_74,acc_75,acc_76,acc_77,acc_78,acc_79,acc_80,acc_81,acc_82,acc_83,acc_84,acc_85,acc_86,acc_87,acc_88,acc_89,acc_90,acc_91,acc_92,acc_93,acc_94,acc_95,acc_96,acc_97,acc_98,acc_99,acc_100,acc_101
z_20,0.3136102200095069,0.1735146786758025,0.28045633170381673,0.0,0.22555219717660815,0.3019635043772919,0.0,0.24115935150444087,0.0,0.0,0.2628858453630673,0.22332822896173554,0.20487643944179434,0.20021982722320725,0.2858027599304819,0.0,0.0,0.0,0.0,0.0,0.0,0.2736954596649428,0.0,0.0,0.0,0.29394867061725743,0.0,0.2595560034667891,0.0,0.0,0.2555434388460834,0.0,0.0,0.18180447107284464,0.28952350790146997,0.36537028304081376,0.0759101298443468,0.31828449351739824,0.27337254838985076,0.22409286162503456,0.18260773907636382,0.0,0.0,0.0,0.0,0.3078301604524084,0.255004545120335,0.2949249779451057,0.2448610704614349,0.0,0.0,0.2454766400910354,0.2321197149709784,0.0,0.28165639445242996,0.0,0.0,0.13976832596619568,0.31686339231256294,0.2523359840108553,0.3004480116547716,0.29326485195763746,0.0,0.2752221807063848,0.23691854535501589,0.30334172970000417,0.23920513942189323,0.0,0.0,0.2804051883148285,0.0,0.0,0.3432097362669706,0.0,0.0,0.0,0.0,0.1828946455707626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z_21,0.06382150407514385,0.15364469924086044,0.1508310543281275,0.0,0.04482776624735569,0.08426017551458233,0.0,0.08340494604910859,0.0,0.0,0.11214113911666423,0.11807173770063373,0.031608907497298236,0.042780417617760934,0.10246367112893265,0.0,0.0,0.0,0.0,0.0,0.0,0.003468952675625526,0.0,0.0,0.0,0.06445875317614183,0.0,0.13348439550661062,0.0,0.0,0.0071612203437412016,0.0,0.0,0.11547369604484135,0.1013559992948834,0.06758400584627117,0.05870276828523511,0.09436651182192399,0.09479282526596639,0.11403733072249937,0.006333775012465781,0.0,0.0,0.0,0.0,0.07234612105129422,0.08668139235614185,0.0025589217620405444,0.22257414404047712,0.0,0.0,0.02837769703596969,0.03315692079604734,0.0,0.1129480605173088,0.0,0.0,0.16383437985726793,0.06466781277407588,0.030176643757169882,0.04754343268368147,0.060768108917993516,0.0,0.12011376285411132,0.005977899944228659,0.09267989625013903,0.08470545048422319,0.0,0.0,0.052189340783916134,0.0,0.0,0.09395536904979876,0.0,0.0,0.0,0.0,0.08995317344565452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z_22,0.06810209394968553,0.10298390196412127,0.107783146214502,0.0,0.09781782993524538,0.12567632841441434,0.0,0.016507305236457652,0.0,0.0,0.013993963222733464,0.0969370704562436,0.06484694131604948,0.07451502446273899,0.08883011923479624,0.0,0.0,0.0,0.0,0.0,0.0,0.16293418055881462,0.0,0.0,0.0,0.1475611808216303,0.0,0.10336091797792733,0.0,0.0,0.058049821137394826,0.0,0.0,0.05764551372783393,0.11068191084653038,0.1547799956898354,0.16200302324537927,0.09024656871287667,0.07186742987074413,0.11051993537944524,0.09629512731598049,0.0,0.0,0.0,0.0,0.09675828995689553,0.13803644905383006,0.15014880067461442,0.03782356452963002,0.0,0.0,0.05402499159658696,0.07180535171939718,0.0,0.13187183410331646,0.0,0.0,0.12724401989813414,0.0765472903908271,0.11898558039751937,0.1644593774465492,0.1366479675164883,0.0,0.07161479119912934,0.15122866716567307,0.10931456914024675,0.05146162714496276,0.0,0.0,0.1611634423709698,0.0,0.0,0.15620315686776176,0.0,0.0,0.0,0.0,0.25221704059662026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z_23,0.3415346774286697,0.2386289589408415,0.35875260232025435,0.0,0.27410308222084295,0.3251884411184734,0.0,0.27922569844287176,0.0,0.0,0.37248474334691156,0.31272008592802225,0.21572984648938864,0.30127957948701456,0.41242879179366976,0.0,0.0,0.0,0.0,0.0,0.0,0.26217836023086444,0.0,0.0,0.0,0.36019633151392166,0.0,0.3431780758496849,0.0,0.0,0.18620677959840917,0.0,0.0,0.25503053658181,0.41046939909003793,0.3919356276783953,0.002524348579123771,0.33463397505347864,0.39161831565975797,0.32107707865267315,0.22167678439040553,0.0,0.0,0.0,0.0,0.3476626795013165,0.3374607189200302,0.3370740724726278,0.2649831131022555,0.0,0.0,0.3437742157993308,0.2808917581419128,0.0,0.2080586910725035,0.0,0.0,0.16504485109730488,0.3852222299037276,0.321490297939775,0.33950666120473444,0.40886641089208886,0.0,0.31667119381946224,0.2795544453591215,0.30922309694564415,0.2872623776029838,0.0,0.0,0.30333179024005913,0.0,0.0,0.41793231645013196,0.0,0.0,0.0,0.0,0.13864040838209735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z_24,0.30211601073405864,0.23228525792513854,0.2737356770923271,0.0,0.2560474848057378,0.27603979876672724,0.0,0.24042848263824518,0.0,0.0,0.22348930362660338,0.18343026461914905,0.17830645965635222,0.17534233201858748,0.2776850452683459,0.0,0.0,0.0,0.0,0.0,0.0,0.35666367411335115,0.0,0.0,0.0,0.3137787301535548,0.0,0.2658753338151809,0.0,0.0,0.3101420276102355,0.0,0.0,0.22832633563175783,0.26997026978826116,0.3296206877919211,0.18792499596301535,0.29602640479532033,0.32294727732990935,0.2514458688087791,0.08994724388039105,0.0,0.0,0.0,0.0,0.24909037379335783,0.32315716030412106,0.24114318733117496,0.2612546277912712,0.0,0.0,0.2558340203151961,0.2649041450647463,0.0,0.24581977733946225,0.0,0.0,0.27633885729504887,0.2601648786415141,0.29138656577052907,0.32489849071886817,0.3007968216416243,0.0,0.2419994150491923,0.21430504144712714,0.18436917642753098,0.18109708349832873,0.0,0.0,0.31678315403778456,0.0,0.0,0.3149478187543821,0.0,0.0,0.0,0.0,0.26898944594139584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z_25,0.12234337545386491,0.20104724849914846,0.19677700970866174,0.0,0.12436667050063649,0.15030059875763258,0.0,0.14311133036120555,0.0,0.0,0.19072446484461505,0.17994363643293468,0.08486916115792237,0.17059620315049623,0.12421662191164291,0.0,0.0,0.0,0.0,0.0,0.0,0.1068772870995765,0.0,0.0,0.0,0.1607947819795741,0.0,0.16105840738266225,0.0,0.0,0.038947058923874525,0.0,0.0,0.20722294127235524,0.19665790972897698,0.15657703558982108,0.07429109227747661,0.2040540871861369,0.1599348588560052,0.1636241156820238,0.17456170536894003,0.0,0.0,0.0,0.0,0.16410896856690754,0.17875583552947305,0.13876797269819013,0.14917521499956973,0.0,0.0,0.07803824244202046,0.21247107212344715,0.0,0.0889417877827075,0.0,0.0,0.06978384230581768,0.18591978856464442,0.168514887517622,0.19117991775312565,0.30781274895771943,0.0,0.22431899763441068,0.13121763514018794,0.20536214197607985,0.12606455047114928,0.0,0.0,0.23235868634060128,0.0,0.0,0.2096707181270399,0.0,0.0,0.0,0.0,0.01868406520381433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z_26,0.026777492849452664,0.04879528678250708,0.007210995485870688,0.0,0.0531876402876942,0.03180578683858752,0.0,0.0015572299527473043,0.0,0.0,0.0424010518237371,0.003660385538197827,0.056839525255624954,0.01080745461180107,0.013429695215060303,0.0,0.0,0.0,0.0,0.0,0.0,0.027553059319002062,0.0,0.0,0.0,0.05123365702563286,0.0,0.05671983994619725,0.0,0.0,0.03164459391406972,0.0,0.0,0.014491627883579475,0.07777871396565444,0.01485877174297077,0.14540317302343772,0.012112641134086137,0.10745949495906529,0.10517260754467854,0.06371363882645248,0.0,0.0,0.0,0.0,0.034059062114660754,0.06079579544858054,0.0006566041479940634,0.12275794462466863,0.0,0.0,0.05007222009534552,0.02117306484471697,0.0,0.0896747581580066,0.0,0.0,0.016775954810424962,0.052996525397100785,0.06113559861075677,0.04168098336425652,0.031045115719196017,0.0,0.019278626513418672,0.03447330730411199,0.013137207166165751,0.048005383378230085,0.0,0.0,0.003105205161544065,0.0,0.0,0.022216963199377306,0.0,0.0,0.0,0.0,0.048047511172219635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z_27,0.11785704527658368,0.13169080219690232,0.09534119657321384,0.0,0.1442554596047587,0.09702922307127196,0.0,0.07616134009764969,0.0,0.0,0.15222582267446264,0.10984278926397859,0.07262862424508522,0.11377885197461624,0.12131758078737231,0.0,0.0,0.0,0.0,0.0,0.0,0.12371090498778746,0.0,0.0,0.0,0.16103387424081972,0.0,0.07260881178219725,0.0,0.0,0.041679911663572385,0.0,0.0,0.10299653018250171,0.09543330145531652,0.10021566386068341,0.010024433396099647,0.10785617644758044,0.0568877009921042,0.14216644831602065,0.1262721001224298,0.0,0.0,0.0,0.0,0.13937523189434037,0.07767377905345238,0.08968735131309455,0.10105858171498149,0.0,0.0,0.13921719101040037,0.031486513380875186,0.0,0.06527227118581887,0.0,0.0,0.00703997917845748,0.13154855636451152,0.08754492708165353,0.10969367822814251,0.12311103974611827,0.0,0.16440425809530634,0.10759143303436998,0.07038371853452717,0.1390133732194681,0.0,0.0,0.07797272108143076,0.0,0.0,0.032677742722138456,0.0,0.0,0.0,0.0,0.010242465708399406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z_28,0.033155544241528924,0.04685858280887031,0.022420923551224454,0.0,0.06814654660107998,0.022209176909667522,0.0,0.04954315502875432,0.0,0.0,0.0014923309552188973,0.05135281159482597,0.05329035048747985,0.00027123137595419554,0.008085968969779206,0.0,0.0,0.0,0.0,0.0,0.0,0.027370180319769868,0.0,0.0,0.0,0.0006805592918288321,0.0,0.07438418872290709,0.0,0.0,0.002127353064687488,0.0,0.0,0.04760151716042873,0.03713713159389208,0.011850320442037094,0.22661940445687287,0.006703968061862572,0.05707250044649806,0.05046242811461625,0.09945924352481408,0.0,0.0,0.0,0.0,0.0028452078920480793,0.039351389592552674,0.0030291144790343,0.05870147617498382,0.0,0.0,0.007770735939278037,0.007702802759261722,0.0,0.004146488449708335,0.0,0.0,0.0037237477026948857,0.02925884522741577,0.024972998540676767,0.01201784680577382,0.051702089134379174,0.0,0.053536416369581286,0.0391304829226822,0.031934398933668735,0.07081829811629252,0.0,0.0,0.03197891787164601,0.0,0.0,0.0029149906854805487,0.0,0.0,0.0,0.0,0.04924998179562197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z_29,0.09481254531088634,0.09901202981482359,0.0674264331440975,0.0,0.03621537871749541,0.06977823352143547,0.0,0.10048904915600088,0.0,0.0,0.010494508428585375,0.11735600955898927,0.009824547325377773,0.0313724434141896,0.046224556380587624,0.0,0.0,0.0,0.0,0.0,0.0,0.04911407588699235,0.0,0.0,0.0,0.08279427980148861,0.0,0.0713568036164764,0.0,0.0,0.06924982851034,0.0,0.0,0.056344441850717075,0.08621037590808103,0.04340578831088912,0.043122385617662504,0.059443454547048837,0.09412940619776518,0.06539981252413977,0.07633372408501801,0.0,0.0,0.0,0.0,0.06424398895492901,0.07216114270547587,0.06497743001469021,0.12283724562248818,0.0,0.0,0.0037820827640868138,0.03775007505646925,0.0,0.0804390198584089,0.0,0.0,0.06574763952281715,0.06938244214988004,0.05345241599379325,0.02266598675744949,0.11238264595402779,0.0,0.036638756190216316,0.029572701328287793,0.05300945658722944,0.04764666445227373,0.0,0.0,0.04008690072877898,0.0,0.0,0.0551216070788106,0.0,0.0,0.0,0.0,0.08862740540981819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z_30,0.04643866490924695,0.03155005406622838,0.024828718116055484,0.0,0.042278956168712294,0.024865584058428897,0.0,0.05929338443368488,0.0,0.0,0.01627524384479288,0.00908427051861185,0.0405519644460472,0.0052083378457509965,0.02138000125087757,0.0,0.0,0.0,0.0,0.0,0.0,0.0020519936342852175,0.0,0.0,0.0,0.0674111966899095,0.0,0.018619501193960435,0.0,0.0,0.07465880457467738,0.0,0.0,0.055229776690117756,0.02288124362754853,0.04447660715320794,0.00074846985004299,0.019443296874226083,0.05203766738969408,0.061450291939117774,0.09364133292641987,0.0,0.0,0.0,0.0,0.0023163168495364686,0.03113570965468965,0.041219482818925235,0.0020685180106349327,0.0,0.0,0.04431479330665587,0.04262276998482356,0.0,0.08064984945272093,0.0,0.0,0.058247548810892134,0.034778560338649615,0.012025391361810453,0.02635515232910844,0.0006950091571555404,0.0,0.04903376804855594,0.012869511049223056,0.054404642316389015,0.03638995599991438,0.0,0.0,0.028789145567778143,0.0,0.0,0.049229333918171594,0.0,0.0,0.0,0.0,0.09494013942370366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z_31,0.09105970635720871,0.06630478004098295,0.014522301662199769,0.0,0.05881283443917932,0.06717758222213817,0.0,0.01769706285644459,0.0,0.0,0.08044418448046385,0.03385286065855285,0.01363707043237615,0.02407504443446499,0.03769033295556835,0.0,0.0,0.0,0.0,0.0,0.0,0.08334083530627437,0.0,0.0,0.0,0.022541189331653562,0.0,0.08549323789012142,0.0,0.0,0.06001451128747628,0.0,0.0,0.022778575060218274,0.009795729959517717,0.004935471524503647,0.03477307539390708,0.012926329748239285,0.004381612491499808,0.0006427671565146468,0.02572096542229525,0.0,0.0,0.0,0.0,0.06941191653267,0.008380276846547302,0.054209587870796785,0.04747017958084404,0.0,0.0,0.06696446337710767,0.022096971612569637,0.0,0.0430767442526118,0.0,0.0,0.03287128739479762,0.03374795465015919,0.04710741854482161,0.0007873976397454881,0.04822790170250681,0.0,0.027483662332728545,0.017939381868051857,0.017787382864648996,0.022988203356703894,0.0,0.0,0.01307305986350596,0.0,0.0,0.1340450395292717,0.0,0.0,0.0,0.0,0.07662037875098317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z_32,0.05703933335416696,0.09691556284672605,0.14737142296572103,0.0,0.1386745256200785,0.12108381694469711,0.0,0.08719711599130461,0.0,0.0,0.09267474780040849,0.1063539908610392,0.06041121032759458,0.10883816675556371,0.13865536025126132,0.0,0.0,0.0,0.0,0.0,0.0,0.114848124168198,0.0,0.0,0.0,0.19909086288215821,0.0,0.13339344795893535,0.0,0.0,0.03479828629404725,0.0,0.0,0.1539467169082771,0.16626236551157633,0.11548854743899331,0.08343403863532935,0.11116038053349994,0.09783275369912503,0.13480794651668768,0.14739976607346458,0.0,0.0,0.0,0.0,0.05212210599158298,0.14972385605565644,0.09158337950381656,0.09654478230322716,0.0,0.0,0.10648168396445296,0.16422841599805868,0.0,0.11790073848713889,0.0,0.0,0.09655134697848505,0.107388981864033,0.051328080412133034,0.1523842239906016,0.12415625729665342,0.0,0.10777405276255668,0.09378647953122747,0.1524767736864725,0.09678316100691847,0.0,0.0,0.10764618992584034,0.0,0.0,0.0638893752795599,0.0,0.0,0.0,0.0,0.08099516288812204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z_33,0.006289313095181145,0.012922461180355727,0.03078092171297574,0.0,0.06357659853958028,0.017228122348898808,0.0,0.01978564985310938,0.0,0.0,0.0015065411437426817,0.03282382789594011,0.08091531066679225,0.018532332782675576,0.013374093982579273,0.0,0.0,0.0,0.0,0.0,0.0,0.05891898457409424,0.0,0.0,0.0,0.027566315851324366,0.0,0.04433333495248596,0.0,0.0,0.02610595061531329,0.0,0.0,0.03608554967619264,0.05863734384462003,0.028770655732488545,0.0023655220857459486,0.010006943061288487,0.014060830858119145,0.009081980191748548,0.10588653722769956,0.0,0.0,0.0,0.0,0.09257679058701085,0.010315920068910496,0.023715726529929437,0.008313555239766342,0.0,0.0,0.0077344684408771885,0.15649319148296176,0.0,0.0027612964723010736,0.0,0.0,0.06849077695477725,0.019436650563993303,0.07424406727581231,0.01929056958885911,0.09125881384972903,0.0,0.008982131302106884,0.052167364803121244,0.16872606975027463,0.00893526100691741,0.0,0.0,0.02666363950902415,0.0,0.0,0.05373607863350671,0.0,0.0,0.0,0.0,0.02727777123025297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z_34,0.15612649031771264,0.1502107601952682,0.06335428348561772,0.0,0.030689152718825326,0.10635824660801389,0.0,0.06197440765138595,0.0,0.0,0.012342447431316234,0.08043226889887654,0.03990483857431573,0.02892246489099608,0.13175800473155672,0.0,0.0,0.0,0.0,0.0,0.0,0.05824216720727672,0.0,0.0,0.0,0.07886395084333249,0.0,0.12535014074070097,0.0,0.0,0.029926503058017348,0.0,0.0,0.07853341059752672,0.09669200767200992,0.17293948542321952,0.0920389602468647,0.07878102945677465,0.10467233448378521,0.09341298212573405,0.02151977933942169,0.0,0.0,0.0,0.0,0.11766380164751067,0.1189166730029275,0.10347766901220215,0.16564372348346332,0.0,0.0,0.10743521051283443,0.10180411209880603,0.0,0.1753318104756383,0.0,0.0,0.07209608781905204,0.10544738708552923,0.10312393142488556,0.15685840824428526,0.024565402087768116,0.0,0.1606642319035503,0.12248394804350794,0.021100901464397772,0.06545481531537824,0.0,0.0,0.054641614972365075,0.0,0.0,0.10623056261658231,0.0,0.0,0.0,0.0,0.08530672579220169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z_35,0.16819845203650333,0.08504700649538861,0.16216774945138662,0.0,0.1434183423974274,0.18064154033370342,0.0,0.07316795455721048,0.0,0.0,0.08553150878380858,0.04843676372198086,0.15683653133569112,0.13276146940691752,0.19538128172024372,0.0,0.0,0.0,0.0,0.0,0.0,0.17824102959489038,0.0,0.0,0.0,0.21605200569412225,0.0,0.16813079777135875,0.0,0.0,0.21596946199865602,0.0,0.0,0.1303349729071201,0.19320920427535238,0.2039974298107653,0.12606803278585502,0.14577329846258857,0.14148170062359566,0.15095638412028475,0.01561026476517457,0.0,0.0,0.0,0.0,0.19155088125378175,0.1668395223185005,0.15468283430214202,0.10811904734785235,0.0,0.0,0.10216199341024122,0.13839631700230526,0.0,0.19781865613399083,0.0,0.0,0.12754322875309013,0.18286367658196398,0.17776578740778828,0.13627499345931204,0.1610634151769931,0.0,0.10506438580458412,0.03175191141834887,0.13972342312244546,0.10724998027065817,0.0,0.0,0.23999350825418023,0.0,0.0,0.2577530879008017,0.0,0.0,0.0,0.0,0.11383515072198298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z_36,0.1175891436667207,0.0462270121797105,0.048769820349547605,0.0,0.04561452463911286,0.11515290546918323,0.0,0.026136453407743367,0.0,0.0,0.07138412161211616,0.08148935207954908,0.07272334221227089,0.08560160687475368,0.04968996771278079,0.0,0.0,0.0,0.0,0.0,0.0,0.039102362696013374,0.0,0.0,0.0,0.11055551265156141,0.0,0.06914784923393637,0.0,0.0,0.005733144150385001,0.0,0.0,0.03771745542502275,0.06692441991278247,0.0943019632890561,0.07491994592469443,0.053091994994612826,0.04523842878421523,0.10549497113765896,0.06823881476891583,0.0,0.0,0.0,0.0,0.09637554574665334,0.060502374641923845,0.048198646234641464,0.08750078791476847,0.0,0.0,0.0540803188228708,0.07793135286867668,0.0,0.04611949304047228,0.0,0.0,0.03729552666156923,0.09483450619752873,0.06353666036660977,0.10287629535116043,0.10718205131234076,0.0,0.05056172356891239,0.15528853127700915,0.045896517738390964,0.09747021291360358,0.0,0.0,0.0543991545765819,0.0,0.0,0.008932112496920802,0.0,0.0,0.0,0.0,0.01863774469642439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z_37,0.19482467960506256,0.11526296715772116,0.1834029759531479,0.0,0.13150511435959494,0.2580651777016729,0.0,0.15581848749508628,0.0,0.0,0.17850954041322956,0.09415828295733976,0.12780338469232325,0.19362819488123012,0.17581896118040166,0.0,0.0,0.0,0.0,0.0,0.0,0.23490606323712737,0.0,0.0,0.0,0.22340166499209405,0.0,0.22581131703859053,0.0,0.0,0.18103282539645632,0.0,0.0,0.13655675277082263,0.27478723416309664,0.2566667606414951,0.03853478162300245,0.2480709121054414,0.16440109310255574,0.14834054107156444,0.09251507766334821,0.0,0.0,0.0,0.0,0.1767844312379448,0.12358215108001451,0.1889478455154397,0.09154781563049631,0.0,0.0,0.2159128415275775,0.1744967015903365,0.0,0.23454065368612603,0.0,0.0,0.22883594521701114,0.24005076181950863,0.17689266759841424,0.2028949518133638,0.28309704910112593,0.0,0.21968632836061974,0.11829289869460177,0.20883490405730995,0.16879038798169343,0.0,0.0,0.22004673075800957,0.0,0.0,0.33543386541504994,0.0,0.0,0.0,0.0,0.09090274384714826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z_38,0.14758289955477968,0.11491882511829363,0.1039613030298836,0.0,0.11542087748951046,0.08807377615838212,0.0,0.06149087621018642,0.0,0.0,0.09021232952117723,0.08697138858364745,0.10966773324386564,0.07079035990376067,0.0632315291032287,0.0,0.0,0.0,0.0,0.0,0.0,0.06200019347659881,0.0,0.0,0.0,0.129744142298783,0.0,0.08984054371041178,0.0,0.0,0.10058646274266449,0.0,0.0,0.06459448889901913,0.07945624450516994,0.03813846932835997,0.07951499491123157,0.10771594526068799,0.06860403803866423,0.06983842170690997,0.05788887556539821,0.0,0.0,0.0,0.0,0.12980922691672447,0.01781824408728405,0.09091745769163811,0.09352933676588615,0.0,0.0,0.07225180165461013,0.06601241001711323,0.0,0.09855426714307705,0.0,0.0,0.04699565956612011,0.09772375752058346,0.1201306368010227,0.07012466128778115,0.14051862861723818,0.0,0.10820594082154372,0.03746026357960671,0.1123761105843342,0.07804632454828551,0.0,0.0,0.11955692716448273,0.0,0.0,0.0639662459987369,0.0,0.0,0.0,0.0,0.00020218275522905382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z_39,0.09837808697967228,0.0919373286326227,0.12993119118220434,0.0,0.06749439993939486,0.13611585431018952,0.0,0.13214053600572528,0.0,0.0,0.08361545305035938,0.11945185552376099,0.0862577447281772,0.11900506906799056,0.11939983439549488,0.0,0.0,0.0,0.0,0.0,0.0,0.16890970235480451,0.0,0.0,0.0,0.1013353864199797,0.0,0.08874216337930141,0.0,0.0,0.06109410678833129,0.0,0.0,0.17633529467921571,0.1406014785928639,0.09634746507538774,0.06006123113640731,0.11137296357859752,0.11251220766968244,0.07860630717990427,0.09990799215459738,0.0,0.0,0.0,0.0,0.1206703666026976,0.14403877018688815,0.10173025756522124,0.14027309243843378,0.0,0.0,0.12765796762114773,0.1729905105062768,0.0,0.08796838858433827,0.0,0.0,0.027634742838203982,0.11960717884624263,0.03180548296101401,0.12913046030225855,0.052313580456544925,0.0,0.031320855363457224,0.05270506478142916,0.06215284483896495,0.10604922657862623,0.0,0.0,0.05507465408152418,0.0,0.0,0.08974099813878164,0.0,0.0,0.0,0.0,0.13236836130037874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z_40,0.12022100501519704,0.08797993651303444,0.04451077479870775,0.0,0.12176817196727562,0.11448440936194479,0.0,0.12182405197380036,0.0,0.0,0.12064686637129057,0.053777643746578986,0.0774432952447053,0.1372580277399099,0.09188631565854419,0.0,0.0,0.0,0.0,0.0,0.0,0.15083666609493981,0.0,0.0,0.0,0.1058326312468499,0.0,0.06816230972107447,0.0,0.0,0.13492686161516945,0.0,0.0,0.09253082843729431,0.1376743458868743,0.012728606744868172,0.15540924210624057,0.052820789437953285,0.05165044701703995,0.0779486560497825,0.0452282789775776,0.0,0.0,0.0,0.0,0.11117311522380956,0.02827443336462427,0.10667543312488525,0.10965654981612595,0.0,0.0,0.08279391462594453,0.06881327215907723,0.0,0.01523866960562504,0.0,0.0,0.034411355889122044,0.12431267823273294,0.10670815262476321,0.07025981348792792,0.12829815823149143,0.0,0.06267887096241813,0.08391170017431561,0.18471350720133067,0.10054055032970259,0.0,0.0,0.10642809449238899,0.0,0.0,0.12200867533482768,0.0,0.0,0.0,0.0,0.1219568883352863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
