dataset,auc_drop_gain,acc_drop_gain,p75_decoupling_gain,p90_decoupling_gain
assist_09,0.0021454691111258695,-4.163336342344337e-17,0.16242571009529963,0.1770733099844721
assist_17,-0.0030740841899843246,2.7755575615628914e-17,0.11721446779039174,0.10775539543893606
junyi,0.00120117254290672,1.3877787807814457e-17,0.16427740454673775,0.20227882133589856
