,acc_0,acc_1,acc_2,acc_3,acc_4,acc_5,acc_6,acc_7,acc_8,acc_9,acc_10,acc_11,acc_12,acc_13,acc_14,acc_15,acc_16,acc_17,acc_18,acc_19,acc_20,acc_21,acc_22,acc_23,acc_24,acc_25,acc_26,acc_27,acc_28,acc_29,acc_30,acc_31,acc_32,acc_33,acc_34,acc_35,acc_36,acc_37,acc_38,acc_39,acc_40,acc_41,acc_42,acc_43,acc_44,acc_45,acc_46,acc_47,acc_48,acc_49,acc_50,acc_51,acc_52,acc_53,acc_54,acc_55,acc_56,acc_57,acc_58,acc_59,acc_60,acc_61,acc_62,acc_63,acc_64,acc_65,acc_66,acc_67,acc_68,acc_69,acc_70,acc_71,acc_72,acc_73,acc_74,acc_75,acc_76,acc_77,acc_78,acc_79,acc_80,acc_81,acc_82,acc_83,acc_84,acc_85,acc_86,acc_87,acc_88,acc_89,acc_90,acc_91,acc_92,acc_93,acc_94,acc_95,acc_96,acc_97,acc_98,acc_99,acc_100,acc_101,acc_102,acc_103,acc_104,acc_105,acc_106,acc_107,acc_108,acc_109,acc_110,acc_111,acc_112,acc_113,acc_114,acc_115,acc_116,acc_117,acc_118,acc_119,acc_120,acc_121,acc_122
z_10,0.06573239843170037,0.23809201517340112,0.0,0.0,0.0,0.23367121369818541,0.01723208514409439,0.08387085159517557,0.29277838633111386,0.16751290299650323,0.0,0.09305264401985487,0.00765939566029765,0.11612146819935155,0.22043677549816817,0.0,0.0,0.0,0.0,0.0,0.04896771657663566,0.0,0.0,0.0,0.20407259828843885,0.0,0.0,0.0,0.0,0.18249935281813226,0.19274417186380768,0.24015089213715052,0.12410046414095655,0.14626041449708252,0.01329746562254986,0.0,0.0,0.12413586854353474,0.2313068183317356,0.0,0.0,0.07639729338417461,0.2221121564459177,0.0,0.2039996642405411,0.23794659011682695,0.09057467916010867,0.24938797182133826,0.245594983848979,0.20450329388456312,0.0,0.25046971752002734,0.0,0.211134453301118,0.0,0.20621801126261685,0.0,0.0,0.21276385648889887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1317820129111468,0.2625719113551128,0.2663822106226232,0.1489696286616909,0.24796770901336504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10564010766627253,0.08578418044375143,0.21103278641585585,0.10487213403004986,0.0,0.0,0.0,0.0,0.0,0.0,0.03279154556186834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z_11,0.1264197464115148,0.19462467761746863,0.0,0.0,0.0,0.12663626649566043,0.1569478308662361,0.13847017886145097,0.10893950089710322,0.06797231316153252,0.0,0.20381070686596073,0.005686963402160856,0.03190178848235492,0.2005932530330117,0.0,0.0,0.0,0.0,0.0,0.0015002964532328368,0.0,0.0,0.0,0.1946025308693464,0.0,0.0,0.0,0.0,0.0065084496426150865,0.16268007671564874,0.21221633995284533,0.16198285336527593,0.10934994956937137,0.0636686818762021,0.0,0.0,0.20402603985492432,0.1002179451747074,0.0,0.0,0.21340509305805772,0.09423337490282473,0.0,0.16617552950023504,0.18761043611805905,0.10026584759995996,0.22222624794231183,0.10954943361497159,0.19242932339372432,0.0,0.21746890707667493,0.0,0.21618734954229038,0.0,0.2004434165591086,0.0,0.0,0.25166778707327164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19944255947187853,0.20866342564497545,0.2336431016273039,0.1925549675397887,0.14112108422405809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27816535908625933,0.1953857642706921,0.14291643274992055,0.06210843232056282,0.0,0.0,0.0,0.0,0.0,0.0,0.0702925995657645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z_12,0.1353057316277534,0.0916256966208534,0.0,0.0,0.0,0.10151414041532698,0.07220336868362262,0.19971843484153412,0.13596201936794888,0.1775873024982257,0.0,0.08753029406151708,0.05821005038124249,0.06762195386485416,0.15422404138610174,0.0,0.0,0.0,0.0,0.0,0.02568941602470243,0.0,0.0,0.0,0.07713124938694554,0.0,0.0,0.0,0.0,0.031524204066318805,0.2137815573159543,0.05853465930144424,0.1331319397805522,0.10770715859753868,0.026111522259939908,0.0,0.0,0.11554486479214485,0.05660415608244164,0.0,0.0,0.04635912363326503,0.1573061691331621,0.0,0.12082681645534679,0.23169054176710105,0.08507764178265215,0.13164423274117634,0.023220644294867296,0.08419497390852777,0.0,0.13636070487992596,0.0,0.07014482747059284,0.0,0.1882745273784334,0.0,0.0,0.21124219340716208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0882155414626611,0.13738580315941085,0.1990499480430176,0.13152055000845211,0.12736073356607258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23305571859448626,0.1876977263696344,0.18429452706109667,0.07050975986952726,0.0,0.0,0.0,0.0,0.0,0.0,0.045727277316963036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z_13,0.005922198920456365,0.025722028207965365,0.0,0.0,0.0,0.015994540120448802,0.012571254391036537,0.046082251737329,0.04513208450179915,0.08495462224552852,0.0,0.04197265227500224,0.0223597374525866,0.028426028635824493,0.07108184290285585,0.0,0.0,0.0,0.0,0.0,0.09126469790492601,0.0,0.0,0.0,0.07054504135574648,0.0,0.0,0.0,0.0,0.045559578964356355,0.011727864492173194,0.02593529545503256,0.012631047448836344,0.07632626076583789,0.058594239724989575,0.0,0.0,0.019243612079453378,0.03645548672999615,0.0,0.0,0.13760386115287157,0.04422342945263217,0.0,0.018296665098746064,0.05267485870933818,0.08743029386481072,0.01424104272823955,0.024086378747852837,0.006532406033720812,0.0,0.02594774230713916,0.0,0.07398364654370235,0.0,0.021583653511745994,0.0,0.0,0.09023467909296744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07753599683161982,0.019244337636450944,0.029964868344297946,0.03239830547985839,0.0930616349253971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0022206859526117577,0.012939829616941711,0.0057760372803542055,0.028048424621127943,0.0,0.0,0.0,0.0,0.0,0.0,0.013089602713045968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z_14,0.11491595664699321,0.01779688409549498,0.0,0.0,0.0,0.046109656656756585,0.057756509879174446,0.006958643695378926,0.13479663507748013,0.05136937189775502,0.0,0.006035488671280679,0.14129286083343037,0.1686692735094447,0.07873996454089867,0.0,0.0,0.0,0.0,0.0,0.032186837532488174,0.0,0.0,0.0,0.13124745415777692,0.0,0.0,0.0,0.0,0.07220433346268591,0.05528345369396887,0.11405504346895165,0.06915226782683907,0.045056286475892465,0.07558589652923621,0.0,0.0,0.04672693598335975,0.16797324167170471,0.0,0.0,0.05412560705757209,0.038790398827912395,0.0,0.08881291215282176,0.052349676472672434,0.1889393966473356,0.014267097667650096,0.0763120170387804,0.06306515118609435,0.0,0.09659636795248625,0.0,0.12623423948324866,0.0,0.04703613607543884,0.0,0.0,0.07175271566941116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13299134952830435,0.09905328659549255,0.166147109122427,0.09632685135131534,0.10594606665665374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04262886268802087,0.04205621592541298,0.0038031889214610233,0.047450873775751926,0.0,0.0,0.0,0.0,0.0,0.0,0.040814565243442326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z_15,0.08972625328874023,0.2935660942932693,0.0,0.0,0.0,0.2635944343787661,0.2330026898679767,0.2483032216742328,0.24338360236284223,0.12435146838432659,0.0,0.07136933355343585,0.16003568602318957,0.2926031451876433,0.23861649603321386,0.0,0.0,0.0,0.0,0.0,0.19222969738633708,0.0,0.0,0.0,0.19963657978348245,0.0,0.0,0.0,0.0,0.2117846795470829,0.32121555486543635,0.36508796132089505,0.21659191054302848,0.18763814907537898,0.012838734159010096,0.0,0.0,0.06099178338922598,0.2719877751000196,0.0,0.0,0.2500576727813027,0.3179076274419465,0.0,0.2814683710658573,0.3074932981138738,0.15099214319161866,0.1781768866444987,0.28914729037427134,0.25387683034184755,0.0,0.1040879113062961,0.0,0.23005749610951712,0.0,0.23299298630038862,0.0,0.0,0.3270857970216208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4232720761077145,0.19430136165476022,0.27557221287978717,0.1811854438144131,0.2459481014410024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1698112217104207,0.1440467425116265,0.17391254030157155,0.21135300848837063,0.0,0.0,0.0,0.0,0.0,0.0,0.2342103914012868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z_16,0.12427193140553369,0.10243964057997376,0.0,0.0,0.0,0.15421133114293803,0.01725696440527492,0.12789732907180218,0.07113241114257422,0.19170131283564307,0.0,0.1618316549017948,0.03168750172596437,0.0703400157633827,0.02112008328060977,0.0,0.0,0.0,0.0,0.0,0.05421612021552567,0.0,0.0,0.0,0.028142144341971785,0.0,0.0,0.0,0.0,0.11329608147147335,0.015689338021560015,0.03489012603974235,0.12611752046379257,0.11223243954809176,0.015986301334410792,0.0,0.0,0.05869082126778944,0.11671544801640486,0.0,0.0,0.10599205789002512,0.06956318842606478,0.0,0.09566536972242315,0.015678065868032574,0.04997394925069425,0.018431851292583498,0.09947961913447156,0.11465484054605894,0.0,0.03838462007713319,0.0,0.04709046711532614,0.0,0.03464264419575991,0.0,0.0,0.04703327556820653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04395893339777902,0.026110420616553102,0.031547657390606075,0.04945543210212914,0.03222372185647634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06676500304606216,0.057431996782469616,0.017334455923975606,0.05705838770636564,0.0,0.0,0.0,0.0,0.0,0.0,0.09664329476178685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z_17,0.041943156436084796,0.0904764919574009,0.0,0.0,0.0,0.016563242185387368,0.141492250061689,0.18440388499902027,0.12480234609561382,0.06250687656226582,0.0,0.030035680544928996,0.0644030983759516,0.0052447791852434904,0.013946961835510722,0.0,0.0,0.0,0.0,0.0,0.005176760268932264,0.0,0.0,0.0,0.023217609075477246,0.0,0.0,0.0,0.0,0.11876318780059104,0.15268684471030824,0.1524037641512013,0.06615013948645468,0.028107854243784425,0.1053263666602884,0.0,0.0,0.11660832126187194,0.11648763131990175,0.0,0.0,0.17605892870808393,0.08621770750522478,0.0,0.14412369843036976,0.0815096622036156,0.014506356269294127,0.016955160078667555,0.010881900804090374,0.25413021529800234,0.0,0.20267036848279046,0.0,0.06200669783717427,0.0,0.10398377551045007,0.0,0.0,0.10104589691238516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13063018767868895,0.1019783261488892,0.07131758648188818,0.11458942509810416,0.08406399756302974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09425038515306408,0.09680509750854548,0.13256041960211806,0.14628256545572074,0.0,0.0,0.0,0.0,0.0,0.0,0.09982525220522202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z_18,0.0208382698386296,0.06157147733270315,0.0,0.0,0.0,0.02086713339071,0.00924056067427861,0.10356023363270792,0.03191363050129376,0.07595817310743083,0.0,0.06268417963841415,0.031569828210564164,0.0072866232147972484,0.01898764039268793,0.0,0.0,0.0,0.0,0.0,0.09312110405000766,0.0,0.0,0.0,0.017149264600282373,0.0,0.0,0.0,0.0,0.03379986752964466,0.03633041464721813,0.044781033176737914,0.0033730967184306495,0.0024156693226379767,0.12681879775014185,0.0,0.0,0.012795489082378438,0.02007301580409994,0.0,0.0,0.023261221199007028,0.061263222416290064,0.0,0.02631202738223981,0.0372943112697022,0.12574629977596244,0.048396132527642736,0.06880197807370585,0.10969617970813876,0.0,0.07574613131320769,0.0,0.08338768097699022,0.0,0.041037078560008974,0.0,0.0,0.01346275074693029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04465386262956704,0.09410373221709473,0.1375328382688181,0.12324432219009564,0.07825615244547511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1324870825022934,0.08324676810343073,0.06579837428241189,0.05922234117001784,0.0,0.0,0.0,0.0,0.0,0.0,0.009812503684923368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z_19,0.10195466193422502,0.16248852260258137,0.0,0.0,0.0,0.13905053126075537,0.051813007272459966,0.1947113759728003,0.11519638884058817,0.18000878644275106,0.0,0.10151070593455301,0.05746360509934293,0.06413567507369523,0.12994596035699604,0.0,0.0,0.0,0.0,0.0,0.04807954950495358,0.0,0.0,0.0,0.15404633458050715,0.0,0.0,0.0,0.0,0.0392142234889267,0.15222236060585612,0.12730713534804258,0.14164591783039748,0.07556366617285379,0.11925665859068384,0.0,0.0,0.13650118469356412,0.07865368771609016,0.0,0.0,0.059275349381712486,0.10486238878931767,0.0,0.19025162555475367,0.12957865582354372,0.16812172223018607,0.14572931280393023,0.050812282749962745,0.08251766795615252,0.0,0.16937724122770698,0.0,0.1222804464683157,0.0,0.14578975740587494,0.0,0.0,0.19352339536355664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05539571126069967,0.1528300368913271,0.10149063000201802,0.20715286543495043,0.10459719122931214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14929591778619183,0.12957260869913112,0.1559004782087522,0.028604949441589828,0.0,0.0,0.0,0.0,0.0,0.0,0.013056126970285577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z_20,0.004051334656201077,0.0025385652091010676,0.0,0.0,0.0,0.029030309129199534,0.10547875505629695,0.09032696500778185,0.02286371136015119,0.05749400406248624,0.0,0.010226897213546257,0.01305527194541589,0.06053468969587319,0.046727792469539724,0.0,0.0,0.0,0.0,0.0,0.09941729197452974,0.0,0.0,0.0,0.1374714797987367,0.0,0.0,0.0,0.0,0.04420002943842709,0.0249679178380865,0.02703758443961975,0.05221555555330166,0.09039817728888443,0.09159349490285335,0.0,0.0,0.024728716162275458,0.02984890953783928,0.0,0.0,0.013439990067244487,0.06511833461168678,0.0,0.07957900531449803,0.0034013765178749944,0.00453548395457744,0.033003901842630246,0.02247758740623289,0.07280530042602927,0.0,0.054310798523866215,0.0,0.03992931812745376,0.0,0.03466164086150774,0.0,0.0,0.05420282922939572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08020814616887063,0.04403566699666054,0.06790825708238597,0.042506705189561754,0.0068582729156006625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03388734811369677,0.06293714630380935,0.03835819008390389,0.056977548950771145,0.0,0.0,0.0,0.0,0.0,0.0,0.08395657554933088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z_21,0.10580303716626585,0.22433471440681046,0.0,0.0,0.0,0.19642739212315896,0.045452950778828986,0.06966684871617373,0.18012366366259308,0.14986444770387652,0.0,0.09589488172843047,0.14979012731390845,0.11576916703798444,0.06069392660085893,0.0,0.0,0.0,0.0,0.0,0.05135459973309563,0.0,0.0,0.0,0.25833911590897424,0.0,0.0,0.0,0.0,0.03282874167077681,0.0989963172822381,0.29473990729402777,0.0013428785740344953,0.0001387590720449355,0.061605235410876584,0.0,0.0,0.14510751754722032,0.0654269435147469,0.0,0.0,0.040655709891687264,0.13273983471711054,0.0,0.14225093186866097,0.0938410432206961,0.008148801358450726,0.23621591555088628,0.1923192684884212,0.08417152693358032,0.0,0.1059773324707286,0.0,0.023726928128938424,0.0,0.03606733817201378,0.0,0.0,0.1406806108594402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0097023836039677,0.02398761629034713,0.1223789012352011,0.06305081388758256,0.09337288654571363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0886766231735879,0.008310666920053032,0.06681584895418197,0.07094100921478794,0.0,0.0,0.0,0.0,0.0,0.0,0.006194186998137824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z_22,0.1476440938512965,0.23152640947365502,0.0,0.0,0.0,0.24887022838675485,0.009231387315407577,0.08268153569023103,0.21661984200657478,0.18853593845151712,0.0,0.19236961408108588,0.020276709785239086,0.08225480764734347,0.12855881530974633,0.0,0.0,0.0,0.0,0.0,0.2623706637329122,0.0,0.0,0.0,0.16319501881142284,0.0,0.0,0.0,0.0,0.19535143207197397,0.09114614398023173,0.1470158016670775,0.12924257849704893,0.1756668352328646,0.09440707041577999,0.0,0.0,0.014511869501762286,0.16841004193244952,0.0,0.0,0.02512430341343697,0.19591842284031635,0.0,0.15462078984945804,0.13849011179230059,0.007447258374349577,0.1708569165540461,0.22182159136427881,0.10179127839635956,0.0,0.13092694237325447,0.0,0.14916886013744535,0.0,0.15772819660751508,0.0,0.0,0.12063234968169592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1800894460076086,0.1470436346547419,0.16708055903722696,0.11281942389038536,0.1431719186799447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.049158637958175384,0.0844940907568326,0.1819234058939866,0.07294705654935799,0.0,0.0,0.0,0.0,0.0,0.0,0.05630091367938585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z_23,0.20631507508762056,0.004492090339952391,0.0,0.0,0.0,0.10225563093279925,0.0784634911616737,0.030754472862938993,0.1426029588288604,0.11729871083088614,0.0,0.13838978742518449,0.06182578295970497,0.061537161815706426,0.07487324619205547,0.0,0.0,0.0,0.0,0.0,0.06047069177073405,0.0,0.0,0.0,0.041367885677241104,0.0,0.0,0.0,0.0,0.08734037825619968,0.07187326253014063,0.09436086189347237,0.02471563556549154,0.01396694822461353,0.01478758227051101,0.0,0.0,0.06683137296195708,0.006901593928774562,0.0,0.0,0.006326781701933511,0.012919297039719597,0.0,0.02562642920402229,0.06029523096726534,0.029505048440774777,0.10608250232454391,0.0013829191999612852,0.0451760944682044,0.0,0.05545277670134084,0.0,0.05177282557507798,0.0,0.05856022973992839,0.0,0.0,0.05440528976979552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1884898357635137,0.06895302781700115,0.0846588349332257,0.06635224322270018,0.03570476049477714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16935366454723508,0.08907960158502809,0.13634966122679326,0.0016279252850753161,0.0,0.0,0.0,0.0,0.0,0.0,0.00462611273199314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z_24,0.0750536510076961,0.15385992700172071,0.0,0.0,0.0,0.022291764936332833,0.16114929872431263,0.11367637919771716,0.03133813689007397,0.07522475153778421,0.0,0.12170521598552889,0.07977998915151893,0.029461894230668844,0.19077900061276573,0.0,0.0,0.0,0.0,0.0,0.1336881087096124,0.0,0.0,0.0,0.15333879052368596,0.0,0.0,0.0,0.0,0.036863596444412984,0.1469884120575136,0.15216295528958812,0.1661284830568027,0.1503918502822263,0.11150081778892053,0.0,0.0,0.08462766230243053,0.013111926298408641,0.0,0.0,0.07685422183905365,0.15174591254210354,0.0,0.10320453613117439,0.18377989960140323,0.1695176728954581,0.019870010553850043,0.0979135225682869,0.16017609812949818,0.0,0.16279317506474572,0.0,0.16419827764139944,0.0,0.1865705068766622,0.0,0.0,0.20820061762300038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03275805871469138,0.23071696071100792,0.09130359919808621,0.20651842928955885,0.17766394908444041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25648635181823015,0.10540717014663138,0.13427585639324913,0.10906197557761678,0.0,0.0,0.0,0.0,0.0,0.0,0.009027879258118389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z_25,0.024499806659834488,0.1310795890702681,0.0,0.0,0.0,0.07831179471605783,0.10107526481762878,0.25125692728156185,0.010188065735339924,0.11590892543928714,0.0,0.009877241469239366,0.049485989581609637,0.09924423896136617,0.21240247116864752,0.0,0.0,0.0,0.0,0.0,0.04951294369359352,0.0,0.0,0.0,0.09332853260576894,0.0,0.0,0.0,0.0,0.03450671314216334,0.14075586796812964,0.18119726162835825,0.11410120750429346,0.07090143365222262,0.004374344243334227,0.0,0.0,0.02240028939927841,0.14014793079406754,0.0,0.0,0.15418669719462555,0.17677145430415453,0.0,0.13974350801957391,0.19859063618565623,0.038304874838580555,0.0487480576951739,0.18323520925429737,0.08614095460912438,0.0,0.1331738966001365,0.0,0.19092644265586328,0.0,0.155767567242358,0.0,0.0,0.25971428076967956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2565029058119417,0.16724429206221375,0.19758933360923692,0.1188897546812117,0.24988151008741694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2552402114994984,0.2302730455984258,0.11171938081124438,0.166252525630857,0.0,0.0,0.0,0.0,0.0,0.0,0.09181515298576609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z_26,0.22592277424249235,0.2683922349706739,0.0,0.0,0.0,0.16186477067365568,0.10282550356551524,0.21986781624640675,0.24032792195113908,0.18100350847380195,0.0,0.18282651395818084,0.04158239925777472,0.10247889791831645,0.2756255049548099,0.0,0.0,0.0,0.0,0.0,0.0831152645722322,0.0,0.0,0.0,0.32872776032348106,0.0,0.0,0.0,0.0,0.09329806148502591,0.17205211237044407,0.35515106512311023,0.17187589782969792,0.12213714358059641,0.07288421498420321,0.0,0.0,0.18258190320950862,0.15922268358187933,0.0,0.0,0.12236216343884168,0.24670466963627524,0.0,0.20999199191588824,0.24272443944148786,0.1271947662708011,0.20445604532236514,0.1875732035225952,0.29058177492651477,0.0,0.2502120902033593,0.0,0.059059075743172734,0.0,0.24420135822931116,0.0,0.0,0.2861613452516444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18694927617151155,0.18329661916296625,0.2768466754569599,0.20482760807416397,0.2552925606534709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17161013709361556,0.15568055540847753,0.2376531394561202,0.13537999170424433,0.0,0.0,0.0,0.0,0.0,0.0,0.1394235321283701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z_27,0.16798385235481963,0.0952933804097609,0.0,0.0,0.0,0.11036312810929517,0.19102831847012958,0.16666288861048978,0.11534035952087979,0.17427167408713695,0.0,0.12701695799138898,0.030031814719807082,0.15788919190636116,0.20319152443903044,0.0,0.0,0.0,0.0,0.0,0.20491110065834345,0.0,0.0,0.0,0.09965741935378417,0.0,0.0,0.0,0.0,0.11441336280990365,0.07697596691463188,0.12225811586312167,0.15893550456171004,0.0954797502658258,0.09157287396012975,0.0,0.0,0.04994205550557519,0.22148330673517624,0.0,0.0,0.1471176993229568,0.13828506008885602,0.0,0.10327516989469866,0.12527295895259435,0.15123246019430914,0.0160296592731268,0.06957966620486035,0.16576400484298284,0.0,0.24604195037018345,0.0,0.32097507669608283,0.0,0.1043815584170812,0.0,0.0,0.1883822395948743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12585834028707782,0.14477488688293266,0.13664841764387414,0.11228999532102078,0.1816329279606395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16161673078370398,0.12677033569606394,0.0038247878602334865,0.07270962344976199,0.0,0.0,0.0,0.0,0.0,0.0,0.1541974932666232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
