drop_rate,auc,accuracy,rmse,student_reliance_se,student_reliance_sc
0.0,0.7890393105664373,0.742868560771851,0.458244457803438,0.9959113225829844,0.0040886774160131525
0.1,0.7886524132716146,0.7425260233306057,0.45857645941246655,0.9960492189241476,0.003950781074849942
0.2,0.7884441507604298,0.7422405754629013,0.4588239348804975,0.9962317495606874,0.0037682504383098805
0.3,0.7877370971020969,0.7412319929970124,0.459555510004103,0.9960234490676565,0.003976550931340933
0.4,0.7872228387634512,0.7401282612418886,0.46004483698968196,0.995660688453431,0.004339311545566816
