,cpt_1,cpt_24,cpt_31,cpt_48
cpt_1,0.0,-0.09996732703276329,-0.11585111530978459,0.08162920614443803
cpt_24,-0.09996732703276329,0.0,-0.3744330776731086,0.00437917914118946
cpt_31,-0.11585111530978462,-0.3744330776731086,0.0,0.1505682807575427
cpt_48,0.08162920614443805,0.004379179141189488,0.15056828075754258,0.0
